1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,010,103532,,,102756,,,6-3 6-3,3,R32,Ignacio Gonzalez King,R,175,ARG,19.0910335387,Eduardo Rincon,R,,COL,23.0937713895,858,10,805,13,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,011,103095,,,103634,,,6-4 6-1,3,R32,Patricio Rudi,R,,ARG,21.3579739904,Emiliano Redondi,R,,ARG,18.6064339493,634,25,673,21,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,012,108686,4,,103689,,WC,6-3 6-2,3,R32,Alejandro Aramburu Acuna,U,,PER,30.1930184805,Guillermo Carry,U,,ARG,18.2751540041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,013,103397,8,,103121,,Q,6-3 6-0,3,R32,Alexandre Simoni,R,188,BRA,19.8165639973,Matias Oneille,R,,ARG,21.2594113621,367,88,1138,3,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,014,102628,,Q,103710,,Q,7-6 6-2,3,R32,Mauro Barman,R,,ARG,23.7672826831,Federico Abadie,R,,ARG,18.2012320329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,015,103106,,,103624,,Q,6-4 6-3,3,R32,Keith Brill,R,,USA,21.2977412731,Sebastian Uriarte,R,,ARG,18.6502395619,774,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,016,102554,2,,103908,,Q,6-1 6-2,3,R32,Diego Moyano,R,175,ARG,24.1177275838,Paul Henri Mathieu,R,185,FRA,17.2840520192,290,129,1288,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,017,103900,,WC,102930,,,6-0 4-6 7-6,3,R16,David Nalbandian,R,180,ARG,17.3141683778,Rodrigo Cerdera,R,,ARG,22.2203969884,1288,1,673,21,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,018,104076,,Q,103549,,Q,6-2 6-1,3,R16,Jose Acasuso,R,190,ARG,16.514715948,Dario Perez,R,,ARG,19.0198494182,,,1288,1,,,,,,,,,,,,,,,,,,,,,,,,,
1999-M-FU-ARG-02A-1999,Argentina F2,Clay,32,S,19990426,019,102243,3,WC,102665,,,6-4 4-0 RET,3,R16,Marcelo Charpentier,L,180,ARG,25.7905544148,Damian Furmanski,R,,ARG,23.5564681725,311,112,396,76,,,,,,,,,,,,,,,,,,,,,,,,,
