tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-7182,Happy Valley CH,Hard,32,C,20160104,296,105916,,,Marton Fucsovics,U,,HUN,23.9041752225,214,237,105655,,,Hiroki Moriya,R,,JPN,25.2183436003,199,251,6-0 6-3,3,QF,68,4,2,52,27,20,12,8,1,3,2,2,49,29,11,7,7,4,10,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,295,126203,8,,Taylor Harry Fritz,U,,USA,18.1848049281,174,290,106109,,WC,Alex Bolt,L,,AUS,22.9952087611,269,194,7-6(5) 6-4,3,QF,73,6,2,67,39,32,16,11,1,2,11,2,66,41,29,15,11,1,3,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,294,106225,,Q,Andrew Whittington,R,,AUS,22.3983572895,592,55,110602,,,Dennis Novak,R,,AUT,22.3518138261,211,239,6-3 6-3,3,QF,70,2,2,62,41,30,10,9,2,2,4,3,55,38,27,5,9,3,6,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,293,104534,1,,Dudi Sela,R,175,ISR,30.7515400411,100,578,105595,,Q,Dayne Kelly,U,,AUS,25.4510609172,500,74,6-3 6-1,3,R16,65,3,1,38,22,18,14,8,0,0,3,3,71,37,19,15,8,8,12,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,292,105596,,,Jan Satral,U,,CZE,25.4483230664,224,231,105166,,Q,Peter Polansky,R,180,CAN,27.5537303217,712,36,7-5 6-1,3,R16,68,9,8,65,36,29,15,10,4,5,1,1,51,31,20,7,9,4,8,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,291,105655,,,Hiroki Moriya,R,,JPN,25.2183436003,199,251,104979,,,Andrey Golubev,R,185,KAZ,28.4544832307,206,241,4-6 6-3 6-2,3,R16,112,0,5,85,48,34,25,14,6,7,9,3,93,58,42,14,13,8,11,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,290,105916,,,Marton Fucsovics,U,,HUN,23.9041752225,214,237,105974,,Q,Maverick Banes,U,,AUS,23.7344284736,433,99,6-1 6-4,3,R16,61,3,0,52,30,23,14,9,0,0,2,0,42,32,20,4,8,0,3,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,289,126203,8,,Taylor Harry Fritz,U,,USA,18.1848049281,174,290,105512,,,Alexander Sarkissian,R,,USA,25.7549623546,198,252,6-3 6-7(0) 7-6(5),3,R16,142,13,2,99,53,44,28,17,0,1,6,5,120,77,59,19,16,6,8,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,288,106109,,WC,Alex Bolt,L,,AUS,22.9952087611,269,194,105472,,,Nils Langer,U,,GER,25.9411362081,218,236,6-3 6-2,3,R16,63,7,3,54,36,28,14,9,5,5,0,5,51,27,18,11,8,5,8,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,287,110602,,,Dennis Novak,R,,AUT,22.3518138261,211,239,105060,,,Aldin Setkic,R,193,BIH,28.038329911,203,246,6-4 6-4,3,R16,83,9,1,65,53,38,8,10,7,7,4,1,67,41,29,14,10,7,9,,,,,,,,,,,,,,,,,,,,
2016-7182,Happy Valley CH,Hard,32,C,20160104,286,106225,,Q,Andrew Whittington,R,,AUS,22.3983572895,592,55,111451,,WC,Bradley Mousley,U,,AUS,20.0027378508,559,60,7-5 6-3,3,R16,75,8,4,73,46,37,15,11,4,4,6,2,50,34,24,9,10,0,2,,,,,,,,,,,,,,,,,,,,
