tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,020,105163,6,,Gleb Sakharov,R,,FRA,28.5831622177,325,148,105476,,,Alexandre Folie,R,,BEL,26.9404517454,1119,8,6-2 6-0,3,R16,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,021,145001,,,Evan Furness,R,,FRA,18.4093086927,992,12,125796,,,Remi Boutillier,U,,FRA,26.984257358,414,102,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,022,105836,,WC,Jules Marie,R,,FRA,25.3579739904,,,105415,,,Maxime Tabatruong,R,,FRA,27.2936344969,749,28,7-5 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,023,111506,5,WC,Maxime Hamou,R,,FRA,21.5906913073,317,153,106008,,,Florian Fallert,R,,GER,24.6269678303,870,18,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,024,126125,2,,Maxime Janvier,U,,FRA,20.2272416153,262,193,200005,,,Ugo Humbert,L,,FRA,18.5407255305,994,12,6-0 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,025,106005,1,,Constant Lestienne,R,,FRA,24.6324435318,167,352,104579,,,Romain Jouan,R,183,FRA,31.485284052,419,99,4-6 7-6(2) 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,026,106072,4,Q,Alexey Vatutin,U,,RUS,24.2026009582,293,167,105163,6,,Gleb Sakharov,R,,FRA,28.5831622177,325,148,6-4 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,027,105836,,WC,Jules Marie,R,,FRA,25.3579739904,,,145001,,,Evan Furness,R,,FRA,18.4093086927,992,12,6-2 4-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,028,111506,5,WC,Maxime Hamou,R,,FRA,21.5906913073,317,153,126125,2,,Maxime Janvier,U,,FRA,20.2272416153,262,193,2-6 7-6(5) 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,029,106005,1,,Constant Lestienne,R,,FRA,24.6324435318,167,352,106072,4,Q,Alexey Vatutin,U,,RUS,24.2026009582,293,167,7-6(2) 3-6 6-3,3,SF,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,030,111506,5,WC,Maxime Hamou,R,,FRA,21.5906913073,317,153,105836,,WC,Jules Marie,R,,FRA,25.3579739904,,,7-6(4) 2-6 6-4,3,SF,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-FRA-01A-2017,France F1,Clay,32,S,20170109,031,111506,5,WC,Maxime Hamou,R,,FRA,21.5906913073,317,153,106005,1,,Constant Lestienne,R,,FRA,24.6324435318,167,352,3-6 6-4 6-3,3,F,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,001,104901,1,,Vladimir Ivanov,R,,EST,29.7713894593,449,89,138652,,,Hugo Voljacques,R,,FRA,24.0465434634,754,27,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,002,121823,,,Julian Onken,U,,GER,28.6351813826,710,33,144913,,Q,Benjamin Loccisano,U,,GER,19.8603696099,,,6-7(6) 6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,003,121779,,,Lukas Ollert,R,,GER,24.1423682409,791,23,126115,,,Joran Vliegen,U,,BEL,23.5290896646,654,42,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,004,106214,5,,Oscar Otte,R,,GER,23.5044490075,523,70,105787,,Q,Hiroyasu Ehara,R,,JPN,25.582477755,833,20,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,005,133835,,,Gijs Brouwer,L,,NED,20.8432580424,769,25,106348,3,,Evgeny Karlovskiy,R,,RUS,22.4449007529,502,74,3-6 6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,006,123836,,Q,Vincent Jaensch Mueller,R,,GER,22.9240246407,1109,8,126609,,,Patrik Niklas Salminen,U,,FIN,19.8685831622,745,28,7-6(1) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,
2017-M-FU-GER-02A-2017,Germany F2,Carpet,32,S,20170116,007,105510,,,Neil Pauffley,R,,GBR,26.803559206,639,44,202260,,WC,Henri Squire,U,,GER,16.3039014374,,,7-6(9) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,
